户型,面积,楼层,总楼层,走向
3室2厅,143.87,高层,7,南北向
2室1厅,91.47,高层,6,南北向
3室2厅,138.42,中层,17,南北向
4室2厅,137.0,低层,6,南北向
1室1厅,49.29,中层,29,北向
2室2厅,81.89,低层,8,南向
1室0厅,26.44,高层,5,南向
3室2厅,119.58,中层,5,南北向
2室1厅,79.85,中层,32,南向
2室1厅,102.43,低层,6,南北向
2室1厅,52.95,低层,6,南北向
3室2厅,160.34,中层,26,南北向
3室1厅,146.01,中层,28,南北向
3室2厅,135.01,低层,15,南北向
3室2厅,137.6,顶层,24,南北向
2室2厅,105.13,低层,7,南北向
3室2厅,128.39,中层,17,南北向
2室1厅,101.58,低层,11,南北向
3室2厅,226.44,高层,24,南北向
2室2厅,88.24,中层,17,南北向
2室0厅,91.54,低层,27,南向
2室1厅,102.69,高层,14,南向
1室1厅,52.08,高层,48,东向
2室2厅,102.35,高层,6,南北向
4室2厅,137.0,中层,7,南北向
2室1厅,51.08,高层,6,西向
2室1厅,94.01,中层,6,南北向
2室2厅,75.37,低层,32,东向
2室2厅,113.42,高层,6,南北向
3室1厅,100.06,低层,6,南北向
2室2厅,115.46,低层,11,南北向
2室1厅,63.0,低层,6,南北向
3室2厅,147.61,中层,6,南北向
2室1厅,88.04,中层,32,南向
3室2厅,102.0,顶层,18,南北向
3室2厅,136.18,低层,6,南北向
2室1厅,37.95,顶层,5,南向
3室2厅,127.56,中层,16,南北向
3室2厅,105.5,低层,25,南北向
3室2厅,120.07,中层,7,南北向
2室1厅,57.0,低层,6,南北向
1室1厅,72.88,低层,6,南向
1室0厅,21.93,中层,6,东向
1室0厅,24.36,低层,6,西北向
2室1厅,68.0,高层,29,南向
3室2厅,138.91,顶层,10,南北向
3室2厅,109.68,高层,10,南北向
2室1厅,85.68,低层,6,南北向
3室2厅,107.29,中层,18,南北向
1室1厅,45.76,高层,8,西向
2室2厅,98.79,低层,10,南北向
2室1厅,101.08,中层,16,南北向
3室2厅,153.69,高层,26,南北向
2室2厅,87.0,高层,32,南北向
2室1厅,78.31,低层,6,南北向
2室1厅,70.15,中层,33,南北向
2室2厅,84.89,低层,18,南向
3室2厅,89.0,中层,17,南北向
3室2厅,91.53,高层,27,南北向
1室1厅,37.35,中层,6,西南向
3室2厅,141.88,中层,18,南北向
4室2厅,242.88,高层,30,南北向
2室1厅,105.44,高层,6,南北向
1室1厅,40.74,中层,6,南向
3室2厅,126.63,高层,24,南北向
3室2厅,139.34,高层,18,南北向
3室2厅,118.55,中层,28,东向
2室1厅,89.7,低层,22,南北向
2室1厅,57.36,中层,5,南北向
3室2厅,135.0,中层,10,南北向
3室2厅,105.0,低层,22,南北向
3室2厅,133.0,中层,7,南北向
1室1厅,56.05,高层,29,南向
1室1厅,14.0,高层,8,南向
3室2厅,143.89,低层,17,南北向
3室1厅,97.45,低层,24,南北向
1室1厅,25.94,顶层,6,南北向
1室1厅,47.27,高层,6,南向
1室1厅,19.68,高层,6,南向
3室2厅,142.61,中层,10,南北向
1室1厅,39.84,低层,7,东向
3室2厅,120.26,低层,11,南北向
2室1厅,108.07,低层,26,南北向
2室1厅,41.71,中层,8,东向
2室2厅,93.41,高层,5,南北向
2室1厅,82.21,中层,5,南向
4室2厅,149.0,高层,7,南北向
3室2厅,141.44,低层,7,南北向
2室1厅,123.87,中层,7,南北向
2室2厅,87.28,中层,18,南北向
3室2厅,146.0,低层,30,南北向
2室1厅,57.17,高层,5,南向
2室1厅,60.0,中层,6,南北向
1室1厅,58.32,高层,6,南向
2室1厅,88.66,高层,6,南北向
3室2厅,107.85,高层,6,南北向
2室1厅,86.4,低层,11,南北向
3室2厅,100.75,高层,33,南北向
3室2厅,130.0,低层,10,南向
4室2厅,149.0,中层,7,南北向
3室2厅,144.2,中层,4,南北向
3室2厅,107.83,低层,6,南北向
3室2厅,108.96,中层,7,南北向
3室2厅,121.44,中层,18,南北向
3室2厅,111.1,低层,27,南北向
2室1厅,60.51,顶层,6,东西向
1室1厅,37.08,高层,8,南向
2室1厅,57.0,高层,6,南北向
3室1厅,129.37,高层,16,南北向
3室2厅,119.0,高层,26,南北向
4室2厅,149.0,中层,7,南北向
2室1厅,67.58,高层,7,南北向
2室1厅,89.0,高层,10,南向
3室2厅,88.06,中层,18,南北向
2室0厅,30.54,中层,5,东南向
3室2厅,109.0,中层,7,南北向
2室1厅,51.48,高层,7,南北向
3室2厅,184.48,低层,7,南北向
4室2厅,176.46,中层,32,南北向
4室2厅,222.0,低层,25,南北向
2室1厅,56.77,高层,8,东向
4室2厅,144.0,高层,7,南北向
3室2厅,109.77,低层,33,南北向
4室2厅,199.0,中层,7,南北向
2室1厅,94.61,高层,15,南北向
1室1厅,60.96,中层,26,南向
2室2厅,88.0,顶层,12,南向
2室1厅,82.94,中层,22,南北向
3室2厅,129.0,低层,17,南北向
3室2厅,106.29,高层,7,南北向
3室2厅,125.77,低层,33,南北向
2室2厅,109.24,低层,13,南北向
3室2厅,89.93,低层,24,西北向
4室2厅,143.55,中层,7,南北向
2室1厅,94.4,高层,10,南北向
1室1厅,62.9,高层,29,东北向
2室1厅,87.59,高层,13,南北向
2室2厅,118.4,低层,9,南北向
3室2厅,90.87,高层,32,南向
2室1厅,90.91,高层,11,南北向
3室2厅,107.53,高层,26,南北向
3室2厅,97.8,中层,18,南北向
2室1厅,75.09,高层,6,南向
2室2厅,94.93,低层,9,南北向
2室1厅,99.66,中层,24,南北向
3室2厅,155.97,中层,5,东南向
2室2厅,84.35,中层,19,南北向
3室2厅,93.66,中层,11,南北向
2室1厅,109.21,高层,9,南北向
3室2厅,94.35,低层,7,南北向
3室2厅,142.34,中层,11,南北向
2室1厅,73.0,中层,6,南北向
3室2厅,182.34,中层,25,南北向
3室2厅,121.0,中层,8,南北向
3室2厅,154.7,低层,28,东南向
3室2厅,114.2,高层,25,南北向
3室2厅,107.35,中层,16,南北向
2室1厅,36.96,低层,6,南北向
2室1厅,46.0,顶层,6,南北向
3室2厅,140.0,中层,7,南北向
2室1厅,100.0,高层,6,南北向
1室0厅,21.5,中层,4,南向
3室1厅,110.94,高层,26,南向
1室1厅,57.02,中层,18,西南向
1室1厅,68.19,中层,32,北向
3室2厅,95.09,低层,11,南北向
3室2厅,125.0,顶层,12,南北向
2室2厅,115.96,高层,11,南北向
3室2厅,149.42,中层,28,南北向
2室2厅,82.0,低层,23,南北向
3室1厅,90.46,高层,8,南向
3室2厅,90.07,高层,24,南北向
2室1厅,84.87,中层,33,南向
2室1厅,61.8,中层,7,东西向
3室2厅,169.56,高层,16,南北向
3室2厅,122.76,中层,8,南向
3室2厅,125.77,低层,33,南北向
3室2厅,160.53,顶层,26,南北向
3室1厅,101.26,中层,7,南北向
1室1厅,40.0,顶层,7,南向
1室1厅,23.51,中层,6,东向
4室2厅,225.0,高层,25,南北向
2室1厅,70.0,高层,7,南向
3室1厅,109.41,高层,11,南北向
3室2厅,155.7,高层,7,南向
3室2厅,115.46,高层,6,南北向
2室1厅,40.54,中层,8,西向
4室2厅,116.31,低层,8,南向
2室1厅,110.0,低层,7,南北向
1室1厅,23.12,高层,8,东向
2室1厅,75.13,低层,7,南北向
2室1厅,63.11,高层,9,西北向
3室2厅,97.1,高层,26,南北向
3室2厅,127.47,中层,6,南北向
2室1厅,45.43,高层,8,北向
3室2厅,95.33,高层,11,南北向
3室2厅,122.69,中层,27,南北向
2室1厅,83.99,顶层,16,南向
2室1厅,84.0,低层,22,南向
1室1厅,21.1,高层,6,东向
2室1厅,85.45,中层,18,南北向
3室2厅,159.55,低层,7,南向
1室1厅,28.97,中层,8,南北向
2室1厅,108.52,高层,11,南北向
3室2厅,126.0,中层,6,南北向
3室2厅,134.42,中层,33,南北向
3室2厅,117.24,中层,7,南北向
1室1厅,33.03,高层,8,南向
3室1厅,93.19,高层,11,南向
3室2厅,95.07,中层,7,南北向
2室1厅,50.86,高层,7,南向
3室1厅,81.89,高层,6,东西向
1室1厅,27.1,高层,8,南向
2室1厅,101.58,低层,11,南北向
3室1厅,107.79,中层,6,东南向
2室1厅,48.65,顶层,26,南向
2室1厅,108.86,高层,30,南北向
2室2厅,109.44,中层,6,北向
1室1厅,21.0,高层,5,西向
1室1厅,35.0,中层,6,南向
2室2厅,86.0,中层,16,南北向
2室1厅,101.34,中层,24,南向
3室1厅,111.05,高层,27,南北向
3室2厅,141.0,低层,7,南北向
3室2厅,152.81,低层,28,南北向
2室1厅,56.14,中层,5,南北向
2室2厅,96.56,低层,15,南向
2室1厅,44.0,顶层,6,东西向
2室1厅,83.96,低层,30,南向
2室1厅,41.69,中层,8,西向
3室1厅,115.64,低层,25,南向
3室1厅,121.77,中层,24,南北向
2室1厅,58.92,中层,6,南北向
3室2厅,125.91,中层,6,南北向
1室1厅,22.97,中层,5,南向
3室1厅,89.0,中层,9,南北向
1室1厅,44.19,中层,6,南向
2室2厅,85.0,低层,32,南北向
2室2厅,92.0,中层,28,南北向
3室2厅,143.0,中层,10,南北向
3室2厅,226.72,高层,24,南北向
3室2厅,153.23,中层,7,南北向
3室2厅,146.79,中层,16,南北向
3室2厅,121.2,低层,6,南北向
3室2厅,150.0,低层,26,南北向
3室2厅,116.83,低层,17,南北向
2室1厅,93.77,高层,31,南北向
3室2厅,92.0,高层,18,南北向
3室2厅,130.0,高层,33,南北向
3室2厅,118.0,中层,31,南向
2室1厅,68.5,高层,17,南北向
3室2厅,98.0,中层,7,南北向
2室1厅,122.26,高层,34,东南向
3室2厅,102.67,高层,15,南北向
3室2厅,146.9,高层,18,西北向
1室1厅,74.95,中层,15,南北向
1室1厅,54.26,中层,6,南北向
2室1厅,40.54,中层,8,西向
4室2厅,123.57,中层,18,南北向
2室1厅,84.64,高层,11,南北向
3室2厅,166.0,中层,17,南北向
1室1厅,31.1,中层,5,南向
3室2厅,115.55,中层,7,南向
1室1厅,32.48,中层,6,南北向
2室2厅,86.55,低层,17,南北向
3室2厅,103.76,低层,15,南北向
2室1厅,70.0,中层,7,南北向
3室2厅,109.8,低层,7,南北向
3室2厅,118.19,低层,24,南向
2室1厅,57.72,高层,6,南北向
4室2厅,164.47,中层,17,南北向
2室1厅,74.43,中层,7,东西向
3室2厅,186.73,高层,15,南北向
2室1厅,65.28,中层,7,西北向
3室1厅,101.05,中层,8,南北向
2室2厅,85.34,高层,33,南向
3室2厅,121.38,高层,17,南北向
3室3厅,162.99,低层,17,南北向
3室2厅,89.59,低层,32,南向
3室2厅,125.03,中层,6,南北向
2室1厅,83.57,高层,7,南北向
3室2厅,131.1,中层,11,南北向
3室2厅,145.33,高层,11,南北向
3室2厅,99.0,低层,9,南北向
3室1厅,106.72,中层,7,南北向
2室1厅,87.35,高层,21,南北向
3室2厅,111.51,中层,7,南北向
3室2厅,113.49,中层,33,南北向
3室2厅,144.15,高层,19,南北向
2室1厅,76.0,中层,17,南北向
2室1厅,95.18,高层,18,东南向
3室2厅,103.0,中层,18,南北向
3室2厅,155.4,高层,21,南向
2室1厅,86.91,高层,6,南北向
3室2厅,128.92,高层,30,南北向
3室2厅,95.05,中层,5,南北向
3室2厅,130.78,中层,5,南北向
2室1厅,50.33,中层,8,西向
3室2厅,133.15,中层,22,南北向
3室2厅,134.19,中层,8,南北向
3室2厅,118.0,中层,33,南北向
1室1厅,78.49,低层,12,南向
2室1厅,122.9,中层,12,南北向
3室2厅,129.18,中层,18,南北向
2室2厅,110.17,中层,13,南北向
2室2厅,105.04,中层,28,南向
2室1厅,53.93,中层,5,南向
2室1厅,52.47,高层,5,南北向
2室2厅,108.7,中层,9,南北向
2室1厅,51.5,顶层,2,西南向
1室0厅,39.86,低层,29,南向
3室2厅,140.78,低层,23,南北向
3室2厅,96.87,低层,17,南北向
2室2厅,80.0,中层,31,南北向
1室1厅,28.97,中层,8,南北向
2室1厅,83.55,中层,22,南北向
3室2厅,109.18,低层,32,南北向
3室2厅,111.02,高层,7,南北向
2室1厅,52.4,高层,6,南北向
3室1厅,122.26,高层,17,南北向
2室2厅,99.47,高层,6,南北向
3室2厅,109.12,中层,7,南北向
1室1厅,74.86,中层,18,南向
2室1厅,87.29,中层,7,南北向
3室2厅,113.84,低层,17,南北向
2室1厅,85.02,高层,6,西北向
3室2厅,129.92,高层,6,南北向
1室1厅,35.92,中层,8,南向
3室2厅,125.62,低层,6,南北向
3室1厅,108.96,低层,7,南向
3室1厅,140.83,高层,33,南北向
2室2厅,110.0,中层,24,南向
2室1厅,94.81,低层,15,南向
2室1厅,75.0,低层,29,南向
2室2厅,97.59,中层,14,南北向
3室2厅,126.27,中层,5,南北向
2室2厅,77.27,高层,27,南北向
2室2厅,97.3,低层,16,南北向
4室2厅,127.97,中层,15,南北向
2室1厅,97.88,高层,29,南北向
3室2厅,93.0,中层,6,南北向
1室1厅,52.52,高层,6,南北向
3室2厅,121.57,中层,6,南北向
3室2厅,91.21,中层,32,南向
3室2厅,139.97,中层,18,南向
1室1厅,55.14,低层,30,南向
2室1厅,81.99,中层,7,南北向
1室0厅,24.0,中层,6,南向
2室1厅,84.23,低层,6,南北向
3室2厅,98.0,高层,25,南北向
3室2厅,130.07,高层,25,南北向
2室2厅,88.28,中层,18,南北向
3室2厅,110.0,中层,8,南北向
2室1厅,95.34,中层,6,南北向
2室1厅,56.0,中层,6,南北向
2室1厅,86.91,低层,32,东南向
1室1厅,23.47,中层,7,东向
3室2厅,124.76,中层,15,南北向
3室2厅,130.9,中层,26,南北向
3室2厅,101.0,中层,24,南北向
1室1厅,56.0,中层,29,南北向
3室2厅,129.68,高层,6,南北向
2室2厅,107.74,低层,6,南北向
3室2厅,173.97,中层,8,南北向
1室1厅,35.92,中层,8,南向
1室1厅,40.0,低层,6,南北向
2室1厅,86.9,低层,7,南北向
3室2厅,109.62,中层,32,南向
2室1厅,112.67,低层,9,南北向
2室1厅,60.31,高层,6,南北向
2室2厅,83.16,高层,18,南向
2室1厅,89.81,中层,7,南北向
2室1厅,59.19,顶层,6,南北向
3室2厅,145.57,中层,33,南北向
2室1厅,92.19,低层,6,南北向
3室1厅,102.94,低层,8,南北向
3室2厅,132.23,低层,33,南北向
2室1厅,69.35,高层,6,南北向
2室1厅,79.81,低层,17,南向
1室0厅,19.02,低层,3,南向
3室2厅,130.0,低层,30,南北向
2室1厅,71.2,中层,29,西南向
1室1厅,31.76,中层,6,东向
1室1厅,35.0,顶层,7,南向
3室2厅,146.2,中层,30,南北向
3室2厅,128.06,中层,6,南向
3室2厅,144.74,高层,7,南北向
3室1厅,101.68,中层,6,南北向
2室1厅,107.28,中层,18,南北向
4室2厅,181.18,高层,7,南北向
2室2厅,106.0,顶层,6,南北向
2室1厅,104.13,低层,7,南北向
1室1厅,38.81,高层,7,西向
4室2厅,138.0,中层,9,南北向
3室1厅,97.73,低层,11,南北向
2室2厅,115.3,中层,18,南北向
3室2厅,93.0,低层,22,南北向
2室1厅,61.97,中层,6,南北向
3室2厅,129.72,中层,16,南北向
3室2厅,120.48,低层,6,南北向
2室1厅,57.95,中层,7,南北向
2室1厅,103.95,中层,6,南北向
3室2厅,125.0,顶层,3,南北向
3室2厅,152.5,高层,18,南北向
2室1厅,57.0,顶层,6,南向
4室2厅,128.0,高层,11,南北向
2室1厅,100.94,顶层,6,南北向
3室2厅,114.96,中层,7,南北向
2室1厅,55.0,高层,6,南北向
1室1厅,34.0,低层,6,东南北向
4室3厅,144.08,高层,23,南向
1室1厅,40.18,中层,6,南北向
2室2厅,88.62,中层,24,南向
1室0厅,25.0,顶层,3,南向
3室2厅,122.0,高层,30,南向
3室2厅,187.0,中层,6,南北向
2室1厅,79.03,高层,19,东北向
1室1厅,29.02,中层,6,南向
2室2厅,82.87,中层,18,南北向
3室2厅,108.0,高层,24,南北向
3室2厅,162.0,顶层,7,南向
3室2厅,129.0,低层,6,南北向
1室1厅,24.94,顶层,6,南向
2室2厅,86.0,中层,18,南北向
2室1厅,84.44,顶层,33,东南向
1室1厅,25.24,高层,7,南向
3室2厅,143.0,中层,28,南北向
3室2厅,208.21,中层,27,南北向
1室0厅,25.0,顶层,3,西北向
3室2厅,96.0,低层,18,南北向
3室2厅,102.0,中层,18,南北向
3室2厅,95.0,高层,33,南向
1室1厅,36.95,高层,7,东向
2室1厅,59.79,高层,6,南北向
2室1厅,72.38,中层,6,南北向
3室1厅,105.0,中层,7,南北向
2室1厅,94.18,高层,22,南北向
3室2厅,126.24,低层,31,南北向
2室1厅,86.13,高层,26,南北向
3室2厅,160.52,中层,26,南北向
1室1厅,24.89,中层,6,西向
2室1厅,65.81,中层,6,南北向
3室2厅,128.0,高层,5,南北向
3室2厅,94.0,顶层,18,南北向
2室1厅,90.35,中层,7,东南北向
2室1厅,76.0,高层,25,南向
3室2厅,107.77,高层,24,南北向
1室1厅,45.96,低层,61,北向
3室1厅,113.26,中层,11,南北向
3室2厅,153.0,高层,26,南北向
2室1厅,100.6,顶层,4,南北向
2室1厅,79.0,低层,18,南北向
2室1厅,95.45,高层,6,南向
4室2厅,216.0,中层,30,南向
4室2厅,210.0,中层,31,南北向
2室1厅,83.57,高层,7,东向
2室2厅,82.47,中层,11,南向
1室1厅,32.21,顶层,6,南北向
2室1厅,120.0,高层,43,西南向
2室2厅,90.88,低层,32,南向
1室1厅,32.27,顶层,6,南向
3室2厅,100.0,高层,7,南北向
3室1厅,80.85,中层,6,南北向
2室1厅,50.8,顶层,6,东北向
2室2厅,94.0,低层,32,南向
3室2厅,114.25,高层,28,东向
1室1厅,27.16,顶层,6,西向
1室1厅,15.22,顶层,2,南向
2室1厅,77.27,高层,16,南向
3室2厅,134.0,中层,8,南向
1室1厅,24.82,高层,6,南向
3室1厅,75.0,中层,13,南北向
2室2厅,110.0,低层,25,南北向
2室2厅,90.0,低层,19,南向
2室2厅,85.0,中层,10,南北向
2室2厅,92.0,中层,47,南北向
2室1厅,85.0,高层,43,东南向
3室2厅,126.63,高层,5,南北向
2室1厅,93.49,低层,24,南北向
2室1厅,85.96,中层,26,南北向
3室2厅,128.0,中层,6,南北向
2室1厅,87.0,顶层,25,南向
1室1厅,52.94,中层,6,南向
3室2厅,128.0,高层,16,南北向
3室1厅,129.05,中层,4,南北向
2室2厅,95.0,中层,5,南向
3室2厅,108.0,高层,5,南北向
3室2厅,122.0,低层,28,南向
2室1厅,83.17,中层,32,南向
1室1厅,63.13,高层,27,南向
2室2厅,86.0,高层,34,南北向
3室2厅,152.97,中层,9,南北向
3室1厅,104.36,中层,6,南北向
2室1厅,93.75,中层,32,南北向
2室2厅,98.71,中层,15,南北向
3室2厅,98.38,中层,11,南北向
1室1厅,15.0,高层,4,南向
3室2厅,109.23,低层,11,南北向
3室2厅,144.08,低层,23,南向
4室2厅,209.0,中层,6,南北向
1室1厅,25.46,高层,5,南向
2室1厅,73.94,顶层,6,南北向
3室2厅,140.0,中层,7,南北向
3室2厅,143.53,高层,17,南北向
1室1厅,28.0,低层,6,南向
2室2厅,83.55,中层,20,南北向
1室1厅,22.64,顶层,2,南向
2室1厅,95.04,高层,43,西南向
2室1厅,38.7,中层,5,南北向
3室2厅,161.45,高层,9,南北向
3室2厅,113.53,低层,17,南北向
2室2厅,95.13,低层,9,南北向
1室1厅,36.84,高层,6,北向
2室2厅,100.2,低层,33,南向
3室2厅,116.8,高层,19,南北向
2室1厅,81.57,低层,6,南北向
3室2厅,92.54,高层,18,南北向
2室1厅,58.88,顶层,7,西南向
3室2厅,156.0,高层,30,南北向
2室1厅,105.53,低层,6,南北向
2室1厅,87.0,高层,5,南北向
2室1厅,87.7,低层,33,南向
1室1厅,51.58,中层,7,东向
2室1厅,96.75,中层,6,南北向
3室1厅,78.11,顶层,28,南向
1室1厅,25.66,顶层,6,南向
3室2厅,120.0,低层,26,南向
2室1厅,105.53,低层,6,南北向
3室2厅,89.0,中层,9,南北向
1室1厅,37.45,中层,6,东南向
3室2厅,89.0,低层,11,南北向
3室2厅,123.0,顶层,10,南向
2室1厅,80.58,中层,6,南北向
1室1厅,42.09,中层,48,北向
2室1厅,66.12,中层,6,南向
2室1厅,80.95,中层,7,南北向
3室2厅,98.62,低层,11,南北向
1室1厅,46.92,低层,48,南北向
3室2厅,141.0,低层,33,南向
4室2厅,161.41,中层,8,南向
2室2厅,106.02,顶层,5,南北向
3室2厅,174.98,中层,17,南向
4室2厅,256.44,高层,7,南北向
3室2厅,89.18,中层,8,南北向
3室1厅,99.15,低层,18,南北向
2室1厅,98.0,高层,16,南向
2室1厅,82.0,中层,25,南北向
2室2厅,116.78,低层,9,南向
1室1厅,25.25,中层,7,南向
2室1厅,59.4,高层,6,东西向
3室2厅,98.0,中层,18,南北向
3室2厅,146.29,高层,18,南北向
2室2厅,90.0,高层,11,南北向
2室2厅,86.0,低层,17,南向
2室2厅,87.83,低层,31,南北向
3室2厅,107.15,中层,11,南北向
2室2厅,86.22,中层,34,南向
1室1厅,26.74,顶层,2,东向
1室0厅,18.0,顶层,2,南北向
2室2厅,83.37,高层,26,南向
1室1厅,25.91,高层,4,南向
3室2厅,109.0,中层,7,南北向
2室1厅,79.23,中层,6,南向
1室1厅,22.4,顶层,6,南向
2室1厅,66.95,中层,5,南北向
3室1厅,117.0,中层,15,南北向
2室2厅,97.0,高层,5,南向
3室2厅,91.0,低层,18,南北向
2室0厅,25.0,顶层,2,南向
3室2厅,135.46,低层,13,南向
3室2厅,123.29,高层,18,南北向
3室2厅,116.69,高层,23,南向
2室2厅,92.0,高层,15,南向
3室1厅,124.0,高层,6,南向
3室2厅,150.14,中层,5,南北向
3室2厅,200.0,高层,43,西南向
2室1厅,78.98,低层,17,南向
1室1厅,42.0,顶层,7,南北向
3室2厅,111.0,高层,7,南北向
2室2厅,100.21,低层,6,南向
2室2厅,89.0,低层,17,南北向
3室2厅,107.19,顶层,7,南北向
3室2厅,96.0,低层,18,南北向
1室1厅,42.21,高层,6,南北向
3室2厅,95.0,高层,11,南北向
3室2厅,124.0,高层,11,南向
3室1厅,103.3,低层,7,南北向
3室2厅,109.0,高层,10,南北向
2室2厅,88.84,中层,7,南向
4室2厅,140.0,中层,33,南向
3室1厅,70.0,高层,6,东西向
1室2厅,43.15,中层,20,南北向
3室2厅,95.03,高层,6,南北向
3室2厅,150.0,中层,17,南向
3室2厅,100.75,顶层,33,南北向
3室2厅,98.0,中层,17,南北向
1室1厅,32.0,低层,6,南向
3室2厅,88.0,中层,8,南北向
2室1厅,51.01,低层,6,西向
2室2厅,61.78,中层,8,西北向
3室2厅,143.92,低层,6,南北向
3室2厅,154.09,顶层,6,南向
3室2厅,96.0,中层,18,南向
3室2厅,106.11,中层,33,南北向
3室2厅,135.0,中层,8,南北向
2室2厅,98.8,高层,10,南北向
1室1厅,51.54,顶层,6,西南向
3室1厅,132.96,高层,14,南向
2室1厅,80.07,中层,7,南北向
2室2厅,85.37,中层,33,南向
2室1厅,21.0,顶层,2,南向
2室1厅,78.0,高层,5,南向
3室2厅,139.67,低层,11,南向
2室2厅,80.0,高层,24,南北向
2室2厅,86.15,顶层,6,南向
1室1厅,41.51,顶层,6,南北向
2室1厅,109.27,高层,9,南向
3室2厅,125.0,中层,23,南向
3室2厅,149.32,中层,18,南向
3室2厅,114.0,高层,25,南北向
2室2厅,101.67,中层,17,南北向
4室2厅,105.48,高层,34,南北向
2室1厅,27.0,顶层,6,南北向
3室2厅,137.0,中层,29,南向
3室2厅,125.31,中层,23,南北向
3室2厅,98.0,低层,15,南北向
3室2厅,159.68,中层,24,南北向
3室1厅,73.7,低层,6,南北向
3室2厅,113.8,高层,22,南北向
1室1厅,29.24,中层,6,南北向
1室0厅,9.66,低层,3,南北向
3室2厅,90.02,中层,33,南北向
2室1厅,78.13,高层,6,东西向
1室1厅,30.0,低层,3,南向
2室1厅,93.7,中层,27,南向
3室2厅,108.0,中层,17,南北向
1室1厅,24.9,顶层,6,南向
2室2厅,92.4,中层,26,南向
1室1厅,18.0,顶层,2,南向
2室1厅,85.24,中层,18,南北向
2室1厅,85.0,低层,43,东南向
1室0厅,25.0,低层,6,南向
2室2厅,122.6,低层,12,东向
1室1厅,72.0,低层,22,南向
2室2厅,84.51,低层,11,南北向
3室2厅,127.0,中层,9,南向
2室2厅,66.0,高层,18,南北向
3室2厅,125.79,高层,31,南北向
1室2厅,78.0,中层,9,南北向
4室2厅,179.2,高层,23,南向
4室2厅,158.71,低层,7,南向
2室1厅,57.05,低层,7,南北向
1室1厅,100.0,高层,43,西南向
2室1厅,50.25,中层,5,南北向
