户型,面积,楼层,总楼层,走向
3室2厅,132.98,低层,26,南北向
2室1厅,115.54,中层,28,南北向
4室2厅,171.28,顶层,25,南向
3室2厅,87.96,中层,32,南向
1室1厅,39.18,高层,7,东向
2室1厅,88.63,中层,5,南北向
3室2厅,166.12,高层,11,南北向
2室1厅,69.74,低层,19,东南向
2室2厅,120.46,高层,28,南北向
2室1厅,86.63,中层,8,南北向
3室2厅,96.49,低层,33,南北向
2室2厅,131.15,中层,6,南北向
4室2厅,165.94,高层,11,南北向
1室1厅,35.06,高层,8,北向
1室1厅,26.7,中层,6,东南向
2室1厅,86.52,高层,6,南北向
1室1厅,69.0,低层,32,南向
3室2厅,141.71,中层,5,南北向
2室1厅,74.22,低层,9,南北向
2室1厅,103.74,高层,9,南北向
2室2厅,127.51,高层,6,南北向
2室2厅,99.74,中层,22,南向
1室1厅,35.61,中层,6,西向
2室1厅,90.64,中层,6,南北向
2室1厅,80.18,中层,8,南北向
2室1厅,33.97,高层,5,南北向
3室2厅,130.09,高层,33,南向
2室1厅,90.8,中层,5,南向
3室2厅,143.03,中层,6,南北向
1室1厅,39.09,中层,6,西向
1室1厅,46.67,低层,6,东向
2室1厅,82.0,高层,22,东西向
2室2厅,69.8,中层,32,南向
2室1厅,60.52,中层,6,南向
1室1厅,35.9,高层,7,东向
3室1厅,103.9,中层,25,南北向
3室1厅,107.18,中层,18,南北向
2室1厅,80.18,中层,8,南北向
3室2厅,170.62,低层,6,南北向
3室1厅,82.8,中层,6,南向
1室1厅,45.31,高层,7,南向
3室2厅,133.81,高层,25,南北向
3室1厅,117.17,中层,10,南北向
2室1厅,90.58,高层,18,南向
3室2厅,132.92,低层,7,南北向
1室1厅,34.65,低层,7,东向
3室2厅,120.0,中层,18,南北向
2室1厅,99.46,中层,6,南北向
2室2厅,108.06,中层,15,南北向
4室2厅,205.73,中层,28,南北向
2室1厅,83.43,高层,11,南北向
3室2厅,124.75,中层,33,东南向
1室1厅,56.34,高层,11,南向
2室1厅,82.24,中层,13,南北向
2室2厅,105.75,中层,6,南北向
1室1厅,68.1,低层,18,东向
3室2厅,103.11,高层,26,南北向
1室1厅,73.11,高层,56,东向
2室1厅,54.75,高层,8,南北向
2室1厅,59.85,中层,5,南北向
3室2厅,142.39,中层,17,南北向
3室1厅,131.32,高层,22,南北向
1室1厅,37.59,低层,6,东北向
5室2厅,335.78,中层,11,南向
2室2厅,124.47,中层,15,东西向
2室2厅,104.84,低层,6,南北向
2室1厅,62.64,中层,6,南北向
2室1厅,90.64,中层,6,南北向
1室1厅,62.95,低层,21,东向
3室1厅,91.94,中层,18,南北向
2室1厅,51.03,中层,6,北向
2室2厅,92.0,低层,33,南北向
2室1厅,58.12,低层,6,南北向
1室0厅,47.56,高层,32,南北向
3室2厅,252.05,中层,7,南北向
2室1厅,108.34,低层,48,南向
3室2厅,147.48,低层,26,南北向
1室1厅,55.41,高层,5,南向
3室1厅,80.34,中层,6,南北向
2室1厅,71.02,高层,27,南北向
2室1厅,101.88,中层,11,南向
2室2厅,90.52,中层,17,南北向
2室1厅,92.85,中层,33,南北向
2室2厅,75.5,中层,6,南向
3室2厅,92.17,高层,7,南北向
3室2厅,156.22,中层,17,南北向
2室2厅,72.03,低层,32,南北向
2室1厅,86.13,低层,21,南向
2室1厅,38.27,中层,8,西南向
2室1厅,88.2,高层,30,南向
2室2厅,101.37,高层,6,南北向
1室1厅,65.9,高层,28,西北向
3室2厅,163.27,高层,18,南北向
2室1厅,88.38,高层,23,南向
3室1厅,74.8,高层,6,南北向
1室1厅,53.3,中层,30,西向
2室2厅,96.59,中层,33,南北向
1室1厅,39.35,低层,7,南向
1室1厅,74.1,低层,34,南向
2室1厅,91.74,高层,31,南向
2室1厅,85.5,中层,6,南北向
2室1厅,99.98,中层,12,南北向
2室1厅,88.15,中层,10,南北向
1室1厅,32.91,低层,6,南向
4室1厅,164.62,低层,18,南北向
3室2厅,123.45,高层,11,南北向
2室1厅,85.53,低层,29,南北向
2室2厅,110.1,高层,6,西南向
3室1厅,127.1,低层,29,南北向
2室1厅,91.55,高层,6,南北向
2室1厅,64.17,低层,6,南北向
1室1厅,49.11,中层,11,东向
4室2厅,142.65,中层,26,东南向
3室1厅,126.48,高层,7,南北向
2室1厅,73.49,高层,7,南北向
3室2厅,156.61,中层,5,南北向
2室2厅,125.23,中层,24,南北向
1室1厅,35.55,中层,7,南北向
1室1厅,58.71,高层,30,南向
3室2厅,123.25,中层,8,南北向
3室1厅,133.26,中层,7,南北向
2室2厅,92.35,低层,27,南北向
3室2厅,57.88,低层,24,南向
2室2厅,116.27,中层,7,南北向
2室2厅,106.97,中层,7,东西向
1室1厅,39.56,中层,8,南向
1室1厅,43.78,低层,8,西向
2室2厅,103.66,中层,8,南北向
1室1厅,51.65,低层,14,南向
4室2厅,157.96,高层,6,南北向
2室1厅,104.5,低层,42,南北向
2室1厅,60.93,低层,6,南北向
3室2厅,96.8,中层,11,南北向
2室1厅,58.42,低层,6,东西向
1室1厅,65.9,低层,28,东北向
2室1厅,110.39,高层,6,南北向
3室2厅,119.09,中层,11,南北向
2室2厅,87.63,高层,10,南北向
2室1厅,56.61,中层,6,南北向
3室2厅,93.22,高层,10,南北向
2室1厅,97.17,低层,16,南北向
2室1厅,57.74,高层,7,南向
3室2厅,128.57,低层,10,南北向
1室1厅,40.58,高层,6,南向
2室1厅,83.18,高层,7,南向
5室3厅,179.97,中层,11,南北向
2室1厅,106.59,中层,13,西向
4室2厅,161.99,低层,39,东北向
1室1厅,51.26,高层,20,东北向
3室2厅,186.73,低层,16,南北向
3室2厅,141.91,高层,17,南北向
3室1厅,93.99,中层,33,南北向
2室1厅,90.08,中层,11,南向
1室1厅,49.62,高层,16,南向
2室1厅,56.31,中层,7,南北向
3室2厅,155.48,高层,6,南北向
2室1厅,92.19,低层,6,南北向
2室1厅,59.3,中层,6,南向
1室1厅,49.12,高层,6,南向
1室1厅,36.11,中层,8,东向
2室2厅,88.59,低层,21,南北向
2室1厅,87.43,低层,33,南向
4室2厅,247.87,高层,27,南向
1室1厅,53.5,中层,30,东向
2室1厅,88.27,高层,6,东向
3室2厅,143.68,高层,15,南北向
1室1厅,76.0,高层,18,南向
2室2厅,96.86,低层,6,南北向
2室2厅,83.32,低层,6,南北向
2室1厅,64.16,低层,7,西向
1室1厅,35.18,高层,8,东向
2室1厅,78.65,高层,8,东西向
4室2厅,147.55,中层,16,南北向
3室2厅,166.61,高层,6,南北向
2室1厅,77.84,中层,17,南北向
3室2厅,120.24,高层,18,西南向
3室1厅,92.79,中层,6,南北向
1室1厅,53.34,高层,30,东向
3室1厅,105.26,中层,30,南向
1室1厅,74.68,低层,18,南向
3室2厅,115.59,中层,16,南北向
2室2厅,114.37,高层,11,南北向
3室1厅,131.72,中层,12,南向
2室1厅,82.04,高层,6,南北向
3室2厅,137.73,低层,6,南北向
3室2厅,130.97,中层,11,南向
3室2厅,122.43,低层,9,南北向
2室1厅,122.86,中层,18,南北向
1室1厅,73.11,高层,56,东向
2室2厅,83.0,中层,26,南向
2室1厅,92.21,高层,6,南北向
2室1厅,107.35,低层,22,西北向
3室2厅,149.06,中层,7,南北向
3室2厅,157.69,低层,11,南北向
1室1厅,37.54,中层,8,西向
4室2厅,203.59,中层,15,南北向
3室2厅,109.12,中层,32,南向
3室2厅,163.17,高层,7,南北向
3室1厅,150.21,中层,9,南向
3室1厅,96.0,高层,27,南向
2室1厅,52.2,中层,6,东向
3室2厅,126.5,高层,22,南北向
3室2厅,156.74,中层,25,南北向
3室1厅,105.38,中层,4,南北向
3室2厅,206.38,中层,15,南北向
2室2厅,89.37,中层,10,南北向
2室1厅,108.12,高层,28,南向
2室1厅,103.6,高层,6,南北向
3室1厅,106.96,低层,53,南向
1室1厅,35.35,中层,7,南向
3室2厅,141.31,高层,11,南北向
2室2厅,129.18,高层,11,南北向
2室2厅,119.93,高层,7,南向
3室2厅,91.98,中层,6,南北向
1室1厅,58.69,低层,30,南向
3室2厅,147.62,高层,11,南北向
2室1厅,59.29,中层,8,南北向
5室2厅,122.22,低层,7,南向
1室1厅,40.51,中层,7,南向
1室1厅,34.87,高层,7,西向
4室2厅,258.07,中层,31,东南向
2室1厅,93.46,高层,33,南北向
3室2厅,50.41,高层,24,东向
3室2厅,138.71,低层,6,南北向
3室2厅,99.04,低层,6,南北向
2室1厅,58.24,中层,7,西向
2室1厅,79.53,中层,5,南北向
2室1厅,90.92,低层,6,南北向
2室1厅,102.94,中层,13,南北向
3室2厅,163.99,中层,14,南北向
3室2厅,121.81,低层,6,南北向
1室1厅,34.03,中层,6,北向
2室1厅,51.8,高层,6,南向
3室2厅,136.87,中层,18,南北向
2室1厅,91.46,高层,28,南向
2室2厅,93.83,低层,33,南向
1室1厅,39.15,顶层,6,北向
1室1厅,33.48,高层,7,西向
3室1厅,93.99,中层,33,南北向
3室2厅,120.68,中层,18,南北向
2室2厅,90.67,低层,18,南向
1室1厅,50.35,低层,22,南向
3室2厅,185.1,高层,7,南北向
2室2厅,103.94,低层,27,南北向
2室2厅,67.41,中层,6,南北向
1室1厅,50.95,低层,20,北向
1室1厅,51.26,中层,20,北向
1室1厅,58.52,高层,30,南向
3室2厅,154.01,低层,30,南北向
2室2厅,87.99,高层,30,南向
3室2厅,128.06,高层,6,南北向
1室1厅,36.91,高层,7,东向
3室1厅,81.9,高层,6,南北向
4室1厅,108.91,中层,33,南北向
3室2厅,111.51,中层,7,南北向
2室1厅,102.36,低层,24,南向
2室2厅,82.24,中层,25,南向
2室1厅,94.88,低层,6,南北向
3室2厅,130.46,中层,5,南北向
1室0厅,35.02,中层,6,西向
1室1厅,40.61,中层,7,南向
3室2厅,141.0,低层,7,南北向
3室1厅,91.83,低层,28,南北向
2室2厅,55.51,中层,7,西北向
3室1厅,93.28,低层,6,北向
2室2厅,120.3,顶层,7,南北向
3室2厅,140.9,中层,5,南向
2室1厅,39.6,高层,7,南北向
2室1厅,91.55,低层,6,南北向
3室2厅,146.78,中层,9,西北向
2室2厅,90.41,高层,18,南北向
3室1厅,122.75,顶层,6,南北向
2室1厅,96.22,高层,30,南向
3室1厅,102.83,中层,13,南北向
3室2厅,166.12,中层,26,东南向
2室1厅,73.13,中层,7,西北向
2室1厅,80.29,中层,6,南北向
3室2厅,168.62,高层,11,南北向
3室2厅,108.02,高层,25,南向
2室1厅,76.71,高层,6,南北向
1室1厅,73.97,低层,32,南向
2室1厅,60.02,顶层,6,东西向
3室1厅,92.5,高层,6,南北向
2室1厅,97.99,中层,6,南北向
3室1厅,83.92,高层,6,南北向
2室1厅,66.74,中层,4,南向
3室2厅,142.79,中层,18,南北向
2室2厅,94.03,高层,31,南北向
2室1厅,105.12,低层,6,南北向
3室2厅,124.53,高层,18,北向
2室1厅,96.85,低层,6,南北向
1室1厅,36.65,中层,7,东向
2室1厅,79.81,高层,21,西南向
3室2厅,151.15,高层,25,南向
2室1厅,109.26,高层,7,南北向
2室1厅,77.02,高层,34,南向
2室2厅,99.94,中层,5,南北向
3室1厅,82.03,低层,6,南北向
4室2厅,255.79,高层,31,南北向
4室1厅,235.34,低层,26,南北向
2室2厅,88.44,低层,7,南北向
1室1厅,37.04,中层,7,东向
1室1厅,74.97,中层,30,南向
3室1厅,124.01,高层,11,南北向
2室1厅,76.55,高层,6,南北向
1室1厅,33.17,中层,6,南向
3室2厅,160.0,中层,15,南北向
1室1厅,40.03,中层,8,东北向
2室2厅,113.82,中层,7,南北向
1室1厅,53.17,中层,7,南向
2室1厅,89.12,中层,33,南向
3室2厅,118.65,中层,13,南北向
2室1厅,50.83,高层,8,西北向
4室2厅,191.33,中层,27,南北向
2室2厅,103.77,高层,6,南北向
2室2厅,172.81,低层,32,南北向
2室2厅,87.93,高层,26,南向
2室2厅,122.57,低层,24,南北向
2室2厅,88.75,中层,6,南北向
2室1厅,102.23,高层,11,南北向
2室1厅,83.13,中层,25,西北向
3室1厅,105.11,中层,7,南北向
3室1厅,116.26,高层,7,南北向
1室2厅,74.96,低层,10,南北向
2室1厅,85.73,高层,6,南北向
2室1厅,96.5,低层,7,南北向
2室1厅,113.83,低层,11,南北向
1室1厅,74.68,低层,18,南北向
2室1厅,86.07,低层,53,南向
3室2厅,104.53,低层,18,南向
4室2厅,377.64,高层,30,南北向
2室2厅,87.5,高层,6,南北向
3室2厅,111.33,中层,9,南北向
2室2厅,103.61,中层,6,南北向
2室1厅,59.14,中层,8,南北向
2室1厅,91.94,中层,19,南北向
1室1厅,62.95,高层,21,西向
3室2厅,109.06,低层,11,南北向
2室1厅,73.06,高层,6,南北向
1室1厅,46.0,中层,7,东南向
3室1厅,210.05,低层,26,西南向
3室2厅,192.09,低层,6,南北向
2室1厅,90.49,低层,18,南北向
1室1厅,34.87,高层,7,西向
3室2厅,104.64,高层,28,南北向
3室2厅,140.0,中层,24,南北向
1室1厅,58.09,低层,20,南向
3室1厅,115.99,中层,5,南北向
2室2厅,83.14,中层,28,南北向
2室2厅,118.11,中层,9,南北向
2室1厅,117.86,高层,13,南北向
2室1厅,59.48,高层,7,南向
3室2厅,144.3,中层,11,南北向
2室1厅,108.11,高层,6,南北向
3室2厅,185.1,高层,7,南北向
2室1厅,100.36,低层,13,东西向
1室1厅,49.07,中层,22,北向
3室1厅,114.45,高层,8,南北向
2室1厅,66.28,低层,6,南北向
3室2厅,155.48,高层,6,南北向
2室1厅,56.2,高层,6,南向
4室2厅,203.75,高层,6,南北向
3室2厅,192.67,中层,5,南北向
2室1厅,85.3,高层,6,南北向
3室2厅,96.0,低层,14,南向
3室2厅,122.62,中层,30,南北向
2室1厅,83.0,中层,7,南北向
2室1厅,91.91,中层,7,南北向
2室2厅,131.15,中层,6,南北向
2室1厅,79.41,中层,24,西北向
2室2厅,92.35,低层,27,南北向
2室1厅,92.03,中层,31,南向
2室1厅,61.49,低层,6,东北向
3室2厅,175.94,高层,6,南北向
2室1厅,86.55,高层,31,南向
2室2厅,79.95,低层,29,南向
3室2厅,174.21,高层,16,南北向
3室2厅,89.43,高层,25,南北向
2室1厅,58.89,中层,6,南北向
3室2厅,166.38,低层,7,南北向
2室1厅,88.96,中层,9,南北向
2室1厅,91.74,高层,31,南向
2室1厅,84.7,低层,6,南北向
2室1厅,79.13,中层,33,南向
2室2厅,90.83,中层,5,南北向
3室1厅,96.49,高层,30,南向
4室2厅,208.71,高层,28,南北向
3室2厅,131.66,高层,15,南北向
3室2厅,155.64,低层,15,南北向
2室1厅,58.5,中层,4,南北向
3室2厅,147.75,低层,30,南北向
2室2厅,91.94,中层,6,南北向
3室1厅,98.19,中层,7,南北向
3室1厅,116.91,低层,11,西北向
2室2厅,122.75,高层,6,南北向
2室2厅,74.25,高层,6,西向
1室1厅,34.93,中层,7,东向
2室1厅,102.97,高层,7,南北向
3室2厅,121.86,高层,16,南向
2室1厅,53.25,低层,7,南北向
3室2厅,151.41,中层,12,南北向
3室1厅,138.42,中层,6,南北向
4室2厅,259.81,高层,11,南北向
2室2厅,109.9,高层,24,南向
2室2厅,108.37,低层,9,南北向
1室1厅,40.49,中层,6,东向
3室2厅,144.0,低层,18,南北向
2室2厅,87.63,高层,10,南北向
1室1厅,38.64,高层,7,东向
3室2厅,174.86,高层,18,南北向
2室1厅,39.36,高层,7,南北向
4室2厅,255.22,低层,31,南北向
2室1厅,81.77,中层,27,南向
2室1厅,96.73,中层,6,南北向
2室1厅,75.85,高层,6,南北向
2室1厅,68.21,中层,6,南北向
2室1厅,79.86,低层,15,南北向
3室1厅,132.81,中层,7,南向
2室1厅,86.36,低层,33,南向
3室2厅,152.63,中层,11,南北向
2室1厅,58.01,高层,6,南北向
3室2厅,122.08,中层,17,南北向
1室1厅,40.34,高层,8,南向
3室2厅,146.65,高层,53,南向
1室1厅,57.68,高层,7,南向
1室1厅,60.09,中层,21,南向
2室1厅,91.87,中层,24,南向
2室1厅,88.2,高层,30,南向
3室2厅,84.85,中层,32,南北向
2室1厅,85.5,中层,6,南北向
2室1厅,90.93,中层,27,南北向
2室1厅,77.84,高层,18,南北向
2室1厅,69.74,高层,6,南北向
4室2厅,191.71,中层,4,南北向
3室1厅,83.18,高层,6,南北向
4室2厅,236.62,中层,5,南北向
2室1厅,56.21,低层,7,南北向
2室1厅,95.03,中层,6,南向
2室1厅,88.66,高层,6,南北向
3室2厅,165.77,高层,18,南北向
2室1厅,95.38,中层,11,南向
3室2厅,130.32,中层,5,南北向
2室1厅,52.36,中层,7,东西向
1室1厅,55.11,高层,33,南向
3室2厅,168.21,高层,15,南北向
2室1厅,63.14,中层,6,南向
3室1厅,156.26,低层,7,南北向
2室2厅,107.45,中层,6,南北向
3室2厅,104.45,低层,27,南北向
2室1厅,109.9,低层,7,南北向
3室1厅,122.22,中层,37,南向
1室1厅,33.24,高层,5,南向
2室1厅,39.32,中层,5,南北向
2室1厅,95.92,高层,7,南北向
3室2厅,137.73,低层,6,南北向
3室1厅,73.7,低层,6,南北向
2室1厅,61.78,低层,6,东南向
2室1厅,108.97,中层,6,南北向
2室1厅,104.3,低层,6,南北向
4室2厅,160.42,中层,6,南北向
3室2厅,122.0,高层,30,南向
3室2厅,125.75,低层,6,南北向
1室1厅,68.08,高层,9,南向
2室1厅,63.11,中层,5,南北向
2室2厅,81.45,高层,18,南向
1室1厅,30.54,高层,7,南向
3室2厅,117.62,高层,11,南北向
2室1厅,98.26,低层,11,南北向
3室2厅,140.0,高层,16,南北向
4室2厅,191.33,中层,27,南北向
3室1厅,117.73,中层,6,南北向
3室2厅,133.83,中层,9,南北向
3室2厅,154.88,低层,11,南北向
3室1厅,89.56,低层,8,南北向
1室1厅,35.17,高层,6,西向
1室1厅,34.59,中层,7,西向
4室2厅,176.46,中层,32,南北向
1室1厅,51.38,中层,7,西向
2室2厅,75.37,低层,7,南北向
4室2厅,255.22,低层,31,南北向
2室1厅,60.85,中层,5,南北向
2室1厅,56.43,低层,8,东向
2室1厅,80.49,顶层,6,南北向
3室1厅,155.72,中层,8,南向
3室2厅,139.66,高层,13,南北向
1室0厅,15.45,中层,4,南向
1室1厅,37.0,高层,7,南向
2室2厅,95.68,中层,6,南北向
3室2厅,149.3,中层,18,南北向
3室2厅,108.91,高层,33,南北向
3室2厅,142.83,中层,5,南北向
2室1厅,43.71,高层,8,南北向
2室1厅,101.88,中层,16,南北向
2室1厅,79.71,高层,21,西北向
3室2厅,147.61,中层,6,南北向
2室1厅,99.32,低层,6,南北向
3室1厅,107.79,中层,6,东南向
2室1厅,78.65,高层,8,东西向
2室1厅,86.18,中层,6,南北向
3室2厅,166.56,高层,26,南向
2室1厅,89.0,低层,28,南北向
3室1厅,111.56,低层,6,南北向
2室1厅,67.18,高层,6,南北向
2室2厅,78.19,低层,18,南向
2室2厅,101.95,高层,6,南北向
1室1厅,81.85,高层,62,南向
3室2厅,124.53,高层,11,南北向
3室2厅,101.95,高层,6,南北向
3室2厅,106.5,低层,18,南向
3室2厅,158.82,中层,7,南北向
3室1厅,88.07,高层,25,南向
1室1厅,57.99,高层,30,北向
2室1厅,74.15,低层,7,南北向
2室1厅,48.69,中层,8,东向
2室2厅,88.75,中层,6,南北向
1室1厅,39.02,低层,6,南向
2室1厅,91.94,中层,6,南北向
2室1厅,106.51,中层,7,南北向
3室2厅,98.01,高层,23,南北向
3室2厅,137.94,低层,18,南北向
2室2厅,90.16,低层,6,南北向
2室1厅,66.12,中层,6,南向
3室2厅,208.21,低层,27,南北向
2室1厅,60.89,高层,6,南北向
2室1厅,89.69,低层,6,南北向
2室2厅,93.66,中层,11,南北向
3室2厅,87.0,低层,9,南北向
3室2厅,135.0,高层,12,南北向
2室1厅,124.47,高层,15,东西向
3室1厅,131.32,高层,22,南北向
1室1厅,68.1,高层,18,东西向
2室1厅,99.32,低层,6,南北向
2室2厅,98.85,高层,33,南北向
2室1厅,76.58,低层,16,南北向
1室1厅,39.44,中层,6,南向
4室2厅,228.8,高层,27,南北向
1室0厅,22.0,中层,4,西北向
3室2厅,95.01,中层,17,南北向
2室1厅,80.36,中层,6,南北向
2室2厅,85.0,中层,16,南向
3室2厅,153.41,中层,6,南北向
2室2厅,114.82,中层,6,南北向
2室1厅,82.53,中层,11,南北向
2室1厅,67.62,中层,28,西南向
2室1厅,57.5,中层,5,南北向
2室1厅,90.03,低层,7,西南向
1室1厅,23.33,低层,8,南北向
2室1厅,67.64,中层,7,南北向
2室1厅,66.9,中层,26,西南向
3室2厅,125.39,中层,16,东南向
4室2厅,137.35,中层,33,北向
2室2厅,120.46,高层,28,南北向
3室2厅,154.15,中层,28,南向
2室1厅,91.94,中层,19,南北向
3室2厅,114.44,高层,16,南北向
2室1厅,126.88,低层,9,南北向
3室2厅,176.06,低层,28,南北向
2室1厅,82.72,低层,11,北向
2室2厅,92.82,高层,33,南向
3室2厅,166.56,高层,26,南向
2室1厅,61.98,低层,7,南北向
2室1厅,59.07,高层,6,南北向
1室1厅,37.68,中层,8,西向
2室2厅,93.21,低层,18,南向
2室1厅,102.41,中层,10,南北向
3室2厅,152.44,中层,32,南北向
3室1厅,143.29,高层,18,西南向
1室1厅,28.01,高层,6,南向
1室1厅,61.73,中层,7,南向
4室2厅,255.22,低层,31,南北向
2室1厅,110.13,高层,43,西南向
3室2厅,175.51,低层,9,北向
3室2厅,120.37,高层,11,南向
3室2厅,173.92,中层,18,南北向
2室1厅,59.9,中层,6,南北向
2室1厅,107.62,低层,6,南北向
2室2厅,111.89,中层,18,南北向
2室1厅,109.15,中层,18,南北向
2室1厅,95.19,中层,7,南北向
2室1厅,73.76,低层,15,南向
2室1厅,101.19,中层,6,南北向
2室2厅,90.26,中层,25,南向
2室2厅,115.79,低层,6,南北向
2室1厅,103.23,中层,6,南北向
3室2厅,125.4,低层,34,南北向
2室1厅,55.97,高层,8,南北向
2室1厅,82.97,高层,57,东向
3室2厅,117.74,低层,6,南北向
2室2厅,93.79,中层,7,西南向
3室2厅,124.51,低层,6,南北向
3室1厅,199.23,中层,7,南北向
3室2厅,146.51,低层,6,南北向
3室2厅,120.0,低层,15,南北向
2室2厅,107.81,顶层,6,南北向
3室1厅,90.44,高层,18,南北向
3室2厅,89.57,中层,11,南北向
2室1厅,75.1,中层,6,南北向
3室1厅,74.84,中层,7,东南向
2室1厅,58.02,高层,6,南北向
1室1厅,47.85,低层,7,西向
2室1厅,62.98,中层,6,东向
3室1厅,114.91,中层,6,南北向
2室1厅,80.75,高层,6,南北向
1室1厅,34.87,高层,7,西向
3室2厅,140.25,低层,7,南向
2室1厅,75.29,低层,7,南北向
2室1厅,29.86,低层,7,西向
2室1厅,104.09,中层,6,南北向
3室2厅,136.63,中层,6,南北向
2室1厅,59.73,中层,6,西南向
2室2厅,101.89,高层,25,南北向
2室1厅,59.91,高层,7,南北向
3室1厅,153.38,高层,6,南向
1室1厅,34.59,中层,7,西向
3室2厅,124.75,中层,33,东南向
2室1厅,59.89,中层,6,南北向
2室1厅,53.75,高层,6,南北向
3室2厅,117.11,中层,11,南北向
2室1厅,91.14,中层,7,南北向
2室1厅,88.23,中层,26,南向
1室1厅,40.3,高层,8,南向
3室2厅,109.93,中层,7,南北向
2室2厅,82.94,中层,22,南向
3室2厅,221.64,高层,31,南北向
3室2厅,146.73,高层,53,南向
4室2厅,208.23,中层,15,南北向
3室2厅,121.82,中层,6,南北向
2室1厅,91.73,高层,5,南北向
2室1厅,61.8,中层,7,东西向
2室1厅,93.64,中层,7,西北向
3室2厅,126.44,中层,9,南北向
2室2厅,103.41,高层,6,南北向
3室2厅,174.45,高层,27,南北向
2室1厅,82.95,高层,6,南北向
2室1厅,89.99,中层,5,南北向
2室1厅,100.9,低层,7,南北向
2室1厅,46.57,中层,6,南向
3室2厅,163.26,顶层,6,南向
2室1厅,100.85,中层,18,南向
2室1厅,85.34,高层,7,南北向
2室1厅,58.28,顶层,6,南北向
2室1厅,52.59,高层,7,西向
2室1厅,101.6,中层,30,南北向
1室1厅,38.96,中层,7,南向
2室1厅,106.88,中层,9,南北向
1室1厅,75.64,中层,32,南向
2室1厅,92.99,高层,33,南向
3室2厅,126.24,低层,6,南北向
2室1厅,104.51,中层,7,南向
